drug_name,category
flunarizine,Antivertigo preparations
acetylleucine,Antivertigo preparations
"cinnarizine, combinations",Antivertigo preparations
tirilazad,Other nervous system drugs
riluzole,Other nervous system drugs
xaliproden,Other nervous system drugs
amifampridine,Other nervous system drugs
tetrabenazine,Other nervous system drugs
fampridine,Other nervous system drugs
tafamidis,Other nervous system drugs
laquinimod,Other nervous system drugs
pitolisant,Other nervous system drugs
patisiran,Other nervous system drugs
valbenazine,Other nervous system drugs
edaravone,Other nervous system drugs
inotersen,Other nervous system drugs
"dextromethorphan, combinations",Other nervous system drugs
tilbroquinol,Hydroxyquinoline derivatives
"clioquinol, combinations",Hydroxyquinoline derivatives
nimorazole,Nitroimidazole derivatives
secnidazole,Nitroimidazole derivatives
"metronidazole, combinations",Nitroimidazole derivatives
diloxanide,Dichloroacetamide derivatives
clefamide,Dichloroacetamide derivatives
etofamide,Dichloroacetamide derivatives
teclozan,Dichloroacetamide derivatives
arsthinol,Arsenic compounds
difetarsone,Arsenic compounds
glycobiarsol,Arsenic compounds
"glycobiarsol, combinations",Arsenic compounds
chiniofon,Other agents against amoebiasis and other protozoal diseases
emetine,Other agents against amoebiasis and other protozoal diseases
phanquinone,Other agents against amoebiasis and other protozoal diseases
mepacrine,Other agents against amoebiasis and other protozoal diseases
atovaquone,Other agents against amoebiasis and other protozoal diseases
trimetrexate,Other agents against amoebiasis and other protozoal diseases
tenonitrozole,Other agents against amoebiasis and other protozoal diseases
dehydroemetine,Other agents against amoebiasis and other protozoal diseases
fumagillin,Other agents against amoebiasis and other protozoal diseases
nitazoxanide,Other agents against amoebiasis and other protozoal diseases
"emetine, combinations",Other agents against amoebiasis and other protozoal diseases
chloroquine,Aminoquinolines
hydroxychloroquine,Aminoquinolines
primaquine,Aminoquinolines
amodiaquine,Aminoquinolines
tafenoquine,Aminoquinolines
proguanil,Biguanides
cycloguanil embonate,Biguanides
"proguanil, combinations",Biguanides
quinine,Methanolquinolines
mefloquine,Methanolquinolines
pyrimethamine,Diaminopyrimidines
"pyrimethamine, combinations",Diaminopyrimidines
artemisinin,"Artemisinin and derivatives, plain"
artemether,"Artemisinin and derivatives, plain"
artesunate,"Artemisinin and derivatives, plain"
artemotil,"Artemisinin and derivatives, plain"
artenimol,"Artemisinin and derivatives, plain"
artemether and lumefantrine,"Artemisinin and derivatives, combinations"
artesunate and mefloquine,"Artemisinin and derivatives, combinations"
artesunate and amodiaquine,"Artemisinin and derivatives, combinations"
"artesunate, sulfalene and pyrimethamine","Artemisinin and derivatives, combinations"
artenimol and piperaquine,"Artemisinin and derivatives, combinations"
artesunate and pyronaridine,"Artemisinin and derivatives, combinations"
halofantrine,Other antimalarials
arterolane and piperaquine,Other antimalarials
benznidazole,Nitroimidazole derivatives
fexinidazole,Nitroimidazole derivatives
meglumine antimonate,Antimony compounds
sodium stibogluconate,Antimony compounds
nifurtimox,Nitrofuran derivatives
melarsoprol,Arsenic compounds
pentamidine isethionate,Other agents against leishmaniasis and trypanosomiasis
suramin sodium,Other agents against leishmaniasis and trypanosomiasis
miltefosine,Other agents against leishmaniasis and trypanosomiasis
praziquantel,Quinoline derivatives and related substances
oxamniquine,Quinoline derivatives and related substances
metrifonate,Organophosphorous compounds
niridazole,Other antitrematodal agents
stibophen,Other antitrematodal agents
triclabendazole,Other antitrematodal agents
mebendazole,Benzimidazole derivatives
albendazole,Benzimidazole derivatives
ciclobendazole,Benzimidazole derivatives
flubendazole,Benzimidazole derivatives
fenbendazole,Benzimidazole derivatives
"mebendazole, combinations",Benzimidazole derivatives
piperazine,Piperazine and derivatives
diethylcarbamazine,Piperazine and derivatives
pyrantel,Tetrahydropyrimidine derivatives
oxantel,Tetrahydropyrimidine derivatives
levamisole,Imidazothiazole derivatives
pyrvinium,Other antinematodals
bephenium,Other antinematodals
moxidectin,Other antinematodals
niclosamide,Salicylic acid derivatives
desaspidin,Other anticestodals
dichlorophen,Other anticestodals
dixanthogen,Sulfur containing products
potassium polysulfide,Sulfur containing products
thiram,Sulfur containing products
"disulfiram, combinations",Sulfur containing products
clofenotane,Chlorine containing products
lindane,Chlorine containing products
"clofenotane, combinations",Chlorine containing products
pyrethrum,"Pyrethrines, incl. synthetic compounds"
bioallethrin,"Pyrethrines, incl. synthetic compounds"
phenothrin,"Pyrethrines, incl. synthetic compounds"
permethrin,"Pyrethrines, incl. synthetic compounds"
"pyrethrum, combinations","Pyrethrines, incl. synthetic compounds"
"bioallethrin, combinations","Pyrethrines, incl. synthetic compounds"
"phenothrin, combinations","Pyrethrines, incl. synthetic compounds"
"permethrin, combinations","Pyrethrines, incl. synthetic compounds"
benzyl benzoate,"Other ectoparasiticides, incl. scabicides"
copper oleinate,"Other ectoparasiticides, incl. scabicides"
malathion,"Other ectoparasiticides, incl. scabicides"
quassia,"Other ectoparasiticides, incl. scabicides"
dimeticone,"Other ectoparasiticides, incl. scabicides"
benzyl alcohol,"Other ectoparasiticides, incl. scabicides"
cyfluthrin,Pyrethrines
cypermethrin,Pyrethrines
decamethrin,Pyrethrines
tetramethrin,Pyrethrines
diethyltoluamide,Other insecticides and repellents
dimethylphthalate,Other insecticides and repellents
dibutylphthalate,Other insecticides and repellents
dibutylsuccinate,Other insecticides and repellents
dimethylcarbate,Other insecticides and repellents
etohexadiol,Other insecticides and repellents
cyclopentamine,"Sympathomimetics, plain"
oxymetazoline,"Sympathomimetics, plain"
tetryzoline,"Sympathomimetics, plain"
xylometazoline,"Sympathomimetics, plain"
naphazoline,"Sympathomimetics, plain"
tramazoline,"Sympathomimetics, plain"
metizoline,"Sympathomimetics, plain"
tuaminoheptane,"Sympathomimetics, plain"
fenoxazoline,"Sympathomimetics, plain"
tymazoline,"Sympathomimetics, plain"
indanazoline,"Sympathomimetics, plain"
levocabastine,"Antiallergic agents, excl. corticosteroids"
azelastine,"Antiallergic agents, excl. corticosteroids"
antazoline,"Antiallergic agents, excl. corticosteroids"
spaglumic acid,"Antiallergic agents, excl. corticosteroids"
nedocromil,"Antiallergic agents, excl. corticosteroids"
olopatadine,"Antiallergic agents, excl. corticosteroids"
"cromoglicic acid, combinations","Antiallergic agents, excl. corticosteroids"
flunisolide,Corticosteroids
fluticasone furoate,Corticosteroids
ciclesonide,Corticosteroids
"dexamethasone, combinations",Corticosteroids
"tixocortol, combinations",Corticosteroids
"fluticasone, combinations",Corticosteroids
"mometasone, combinations",Corticosteroids
"hydrocortisone, combinations",Corticosteroids
calcium hexamine thiocyanate,Other nasal preparations
ipratropium bromide,Other nasal preparations
ritiometan,Other nasal preparations
phenylpropanolamine,Sympathomimetics
pseudoephedrine,Sympathomimetics
"phenylpropanolamine, combinations",Sympathomimetics
"pseudoephedrine, combinations",Sympathomimetics
"phenylephrine, combinations",Sympathomimetics
ambazone,Antiseptics
dichlorobenzyl alcohol,Antiseptics
benzethonium,Antiseptics
myristyl-benzalkonium,Antiseptics
hexylresorcinol,Antiseptics
acriflavinium chloride,Antiseptics
octenidine,Antiseptics
fusafungine,Antibiotics
gramicidin,Antibiotics
orciprenaline,Non-selective beta-adrenoreceptor agonists
salbutamol,Selective beta-2-adrenoreceptor agonists
terbutaline,Selective beta-2-adrenoreceptor agonists
rimiterol,Selective beta-2-adrenoreceptor agonists
hexoprenaline,Selective beta-2-adrenoreceptor agonists
isoetarine,Selective beta-2-adrenoreceptor agonists
pirbuterol,Selective beta-2-adrenoreceptor agonists
tretoquinol,Selective beta-2-adrenoreceptor agonists
carbuterol,Selective beta-2-adrenoreceptor agonists
tulobuterol,Selective beta-2-adrenoreceptor agonists
salmeterol,Selective beta-2-adrenoreceptor agonists
formoterol,Selective beta-2-adrenoreceptor agonists
clenbuterol,Selective beta-2-adrenoreceptor agonists
reproterol,Selective beta-2-adrenoreceptor agonists
procaterol,Selective beta-2-adrenoreceptor agonists
bitolterol,Selective beta-2-adrenoreceptor agonists
indacaterol,Selective beta-2-adrenoreceptor agonists
olodaterol,Selective beta-2-adrenoreceptor agonists
epinephrine and other drugs for obstructive airway diseases,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
isoprenaline and other drugs for obstructive airway diseases,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
salbutamol and sodium cromoglicate,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
reproterol and sodium cromoglicate,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
salmeterol and fluticasone,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
formoterol and budesonide,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
formoterol and beclometasone,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
formoterol and mometasone,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
vilanterol and fluticasone furoate,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
formoterol and fluticasone,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
salmeterol and budesonide,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
salbutamol and beclometasone,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
indacaterol and mometasone,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
fenoterol and ipratropium bromide,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
salbutamol and ipratropium bromide,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
vilanterol and umeclidinium bromide,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
indacaterol and glycopyrronium bromide,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
formoterol and aclidinium bromide,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
olodaterol and tiotropium bromide,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
formoterol and glycopyrronium bromide,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
"vilanterol, umeclidinium bromide and fluticasone furoate",Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
"formoterol, glycopyrronium bromide and beclometasone",Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
formoterol and tiotropium bromide,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
"formoterol, glycopyrronium bromide and budesonide",Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
"indacaterol, glycopyrronium bromide and mometasone",Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
oxitropium bromide,Anticholinergics
stramoni preparations,Anticholinergics
tiotropium bromide,Anticholinergics
aclidinium bromide,Anticholinergics
umeclidinium bromide,Anticholinergics
revefenacin,Anticholinergics
"tiotropium bromide, combinations",Anticholinergics
fenspiride,"Other drugs for obstructive airway diseases, inhalants"
methoxyphenamine,Non-selective beta-adrenoreceptor agonists
"isoprenaline, combinations",Non-selective beta-adrenoreceptor agonists
"orciprenaline, combinations",Non-selective beta-adrenoreceptor agonists
bambuterol,Selective beta-2-adrenoreceptor agonists
"terbutaline, combinations",Selective beta-2-adrenoreceptor agonists
clenbuterol and ambroxol,Selective beta-2-adrenoreceptor agonists
diprophylline,Xanthines
choline theophyllinate,Xanthines
proxyphylline,Xanthines
theophylline,Xanthines
aminophylline,Xanthines
etamiphylline,Xanthines
bamifylline,Xanthines
acefylline piperazine,Xanthines
bufylline,Xanthines
doxofylline,Xanthines
mepyramine theophyllinacetate,Xanthines
combinations of xanthines,Xanthines
"diprophylline, combinations",Xanthines
"theophylline, combinations excl. psycholeptics",Xanthines
"aminophylline, combinations",Xanthines
"theobromine, combinations",Xanthines
"theophylline, combinations with psycholeptics",Xanthines
diprophylline and adrenergics,Xanthines and adrenergics
choline theophyllinate and adrenergics,Xanthines and adrenergics
proxyphylline and adrenergics,Xanthines and adrenergics
theophylline and adrenergics,Xanthines and adrenergics
aminophylline and adrenergics,Xanthines and adrenergics
etamiphylline and adrenergics,Xanthines and adrenergics
zafirlukast,Leukotriene receptor antagonists
pranlukast,Leukotriene receptor antagonists
montelukast,Leukotriene receptor antagonists
ibudilast,Leukotriene receptor antagonists
"montelukast, combinations",Leukotriene receptor antagonists
eprozinol,Other systemic drugs for obstructive airway diseases
omalizumab,Other systemic drugs for obstructive airway diseases
seratrodast,Other systemic drugs for obstructive airway diseases
roflumilast,Other systemic drugs for obstructive airway diseases
reslizumab,Other systemic drugs for obstructive airway diseases
mepolizumab,Other systemic drugs for obstructive airway diseases
benralizumab,Other systemic drugs for obstructive airway diseases
tyloxapol,Expectorants
potassium iodide,Expectorants
guaifenesin,Expectorants
ipecacuanha,Expectorants
althea root,Expectorants
senega,Expectorants
antimony pentasulfide,Expectorants
creosote,Expectorants
guaiacolsulfonate,Expectorants
levoverbenone,Expectorants
hederae helicis folium,Expectorants
cineole,Expectorants
acetylcysteine,Mucolytics
bromhexine,Mucolytics
carbocisteine,Mucolytics
eprazinone,Mucolytics
mesna,Mucolytics
ambroxol,Mucolytics
sobrerol,Mucolytics
domiodol,Mucolytics
letosteine,Mucolytics
stepronin,Mucolytics
dornase alfa (desoxyribonuclease),Mucolytics
neltenexine,Mucolytics
erdosteine,Mucolytics
ethylmorphine,Opium alkaloids and derivatives
hydrocodone,Opium alkaloids and derivatives
codeine,Opium alkaloids and derivatives
opium alkaloids with morphine,Opium alkaloids and derivatives
normethadone,Opium alkaloids and derivatives
noscapine,Opium alkaloids and derivatives
pholcodine,Opium alkaloids and derivatives
dextromethorphan,Opium alkaloids and derivatives
thebacon,Opium alkaloids and derivatives
dimemorfan,Opium alkaloids and derivatives
acetyldihydrocodeine,Opium alkaloids and derivatives
benzonatate,Other cough suppressants
benproperine,Other cough suppressants
clobutinol,Other cough suppressants
isoaminile,Other cough suppressants
pentoxyverine,Other cough suppressants
oxolamine,Other cough suppressants
oxeladin,Other cough suppressants
clofedanol,Other cough suppressants
pipazetate,Other cough suppressants
bibenzonium bromide,Other cough suppressants
butamirate,Other cough suppressants
fedrilate,Other cough suppressants
zipeprol,Other cough suppressants
dibunate,Other cough suppressants
droxypropine,Other cough suppressants
prenoxdiazine,Other cough suppressants
dropropizine,Other cough suppressants
cloperastine,Other cough suppressants
meprotixol,Other cough suppressants
piperidione,Other cough suppressants
tipepidine,Other cough suppressants
morclofone,Other cough suppressants
nepinalone,Other cough suppressants
levodropropizine,Other cough suppressants
dimethoxanate,Other cough suppressants
opium derivatives and mucolytics,Opium derivatives and expectorants
opium derivatives and expectorants,Opium derivatives and expectorants
cough suppressants and mucolytics,Other cough suppressants and expectorants
cough suppressants and expectorants,Other cough suppressants and expectorants
bromazine,Aminoalkyl ethers
diphenylpyraline,Aminoalkyl ethers
carbinoxamine,Aminoalkyl ethers
doxylamine,Aminoalkyl ethers
trimethobenzamide,Aminoalkyl ethers
"diphenhydramine, combinations",Aminoalkyl ethers
"clemastine, combinations",Aminoalkyl ethers
"chlorphenoxamine, combinations",Aminoalkyl ethers
"diphenylpyraline, combinations",Aminoalkyl ethers
"doxylamine, combinations",Aminoalkyl ethers
brompheniramine,Substituted alkylamines
dexchlorpheniramine,Substituted alkylamines
chlorphenamine,Substituted alkylamines
dexbrompheniramine,Substituted alkylamines
talastine,Substituted alkylamines
"brompheniramine, combinations",Substituted alkylamines
"dexchlorpheniramine, combinations",Substituted alkylamines
"chlorphenamine, combinations",Substituted alkylamines
"dexbrompheniramine, combinations",Substituted alkylamines
histapyrrodine,Substituted ethylene diamines
methapyrilene,Substituted ethylene diamines
"histapyrrodine, combinations",Substituted ethylene diamines
"chloropyramine, combinations",Substituted ethylene diamines
alimemazine,Phenothiazine derivatives
thiethylperazine,Phenothiazine derivatives
methdilazine,Phenothiazine derivatives
hydroxyethylpromethazine,Phenothiazine derivatives
thiazinam,Phenothiazine derivatives
mequitazine,Phenothiazine derivatives
oxomemazine,Phenothiazine derivatives
"promethazine, combinations",Phenothiazine derivatives
"hydroxyethylpromethazine, combinations",Phenothiazine derivatives
buclizine,Piperazine derivatives
cyclizine,Piperazine derivatives
chlorcyclizine,Piperazine derivatives
meclozine,Piperazine derivatives
oxatomide,Piperazine derivatives
cetirizine,Piperazine derivatives
levocetirizine,Piperazine derivatives
"buclizine, combinations",Piperazine derivatives
"cyclizine, combinations",Piperazine derivatives
"meclozine, combinations",Piperazine derivatives
cyproheptadine,Other antihistamines for systemic use
phenindamine,Other antihistamines for systemic use
triprolidine,Other antihistamines for systemic use
pyrrobutamine,Other antihistamines for systemic use
azatadine,Other antihistamines for systemic use
astemizole,Other antihistamines for systemic use
terfenadine,Other antihistamines for systemic use
loratadine,Other antihistamines for systemic use
mebhydrolin,Other antihistamines for systemic use
deptropine,Other antihistamines for systemic use
ketotifen,Other antihistamines for systemic use
acrivastine,Other antihistamines for systemic use
tritoqualine,Other antihistamines for systemic use
ebastine,Other antihistamines for systemic use
pimethixene,Other antihistamines for systemic use
epinastine,Other antihistamines for systemic use
mizolastine,Other antihistamines for systemic use
fexofenadine,Other antihistamines for systemic use
desloratadine,Other antihistamines for systemic use
rupatadine,Other antihistamines for systemic use
bilastine,Other antihistamines for systemic use
quifenadine,Other antihistamines for systemic use
sequifenadine,Other antihistamines for systemic use
"thenalidine, combinations",Other antihistamines for systemic use
"pyrrobutamine, combinations",Other antihistamines for systemic use
colfosceril palmitate,Lung surfactants
natural phospholipids,Lung surfactants
doxapram,Respiratory stimulants
nikethamide,Respiratory stimulants
pentetrazol,Respiratory stimulants
etamivan,Respiratory stimulants
bemegride,Respiratory stimulants
prethcamide,Respiratory stimulants
almitrine,Respiratory stimulants
dimefline,Respiratory stimulants
mepixanox,Respiratory stimulants
"nikethamide, combinations",Respiratory stimulants
"pentetrazol, combinations",Respiratory stimulants
nitric oxide,Other respiratory system products
ivacaftor,Other respiratory system products
ivacaftor and lumacaftor,Other respiratory system products
ivacaftor and tezacaftor,Other respiratory system products
"ivacaftor, tezacaftor and elexacaftor",Other respiratory system products
dihydrostreptomycin,Antibiotics
antibiotics in combination with other drugs,Antibiotics
micronomicin,Antibiotics
azidamfenicol,Antibiotics
combinations of different antibiotics,Antibiotics
sulfadicramide,Sulfonamides
sulfafenazol,Sulfonamides
trifluridine,Antivirals
interferon,Antivirals
fomivirsen,Antivirals
besifloxacin,Fluoroquinolones
mercury compounds,Other antiinfectives
silver compounds,Other antiinfectives
zinc compounds,Other antiinfectives
bibrocathol,Other antiinfectives
sodium borate,Other antiinfectives
sodium propionate,Other antiinfectives
picloxydine,Other antiinfectives
medrysone,"Corticosteroids, plain"
formocortal,"Corticosteroids, plain"
loteprednol,"Corticosteroids, plain"
hydrocortisone and mydriatics,Corticosteroids and mydriatics in combination
prednisolone and mydriatics,Corticosteroids and mydriatics in combination
fluorometholone and mydriatics,Corticosteroids and mydriatics in combination
betamethasone and mydriatics,Corticosteroids and mydriatics in combination
pranoprofen,"Antiinflammatory agents, non-steroids"
nepafenac,"Antiinflammatory agents, non-steroids"
bromfenac,"Antiinflammatory agents, non-steroids"
dexamethasone and antiinfectives,Corticosteroids and antiinfectives in combination
prednisolone and antiinfectives,Corticosteroids and antiinfectives in combination
hydrocortisone and antiinfectives,Corticosteroids and antiinfectives in combination
fluocortolone and antiinfectives,Corticosteroids and antiinfectives in combination
betamethasone and antiinfectives,Corticosteroids and antiinfectives in combination
fludrocortisone and antiinfectives,Corticosteroids and antiinfectives in combination
fluorometholone and antiinfectives,Corticosteroids and antiinfectives in combination
methylprednisolone and antiinfectives,Corticosteroids and antiinfectives in combination
chloroprednisone and antiinfectives,Corticosteroids and antiinfectives in combination
fluocinolone acetonide and antiinfectives,Corticosteroids and antiinfectives in combination
clobetasone and antiinfectives,Corticosteroids and antiinfectives in combination
diclofenac and antiinfectives,"Antiinflammatory agents, non-steroids and antiinfectives in combination"
indometacin and antiinfectives,"Antiinflammatory agents, non-steroids and antiinfectives in combination"
dipivefrine,Sympathomimetics in glaucoma therapy
apraclonidine,Sympathomimetics in glaucoma therapy
"epinephrine, combinations",Sympathomimetics in glaucoma therapy
ecothiopate,Parasympathomimetics
demecarium,Parasympathomimetics
physostigmine,Parasympathomimetics
fluostigmine,Parasympathomimetics
aceclidine,Parasympathomimetics
acetylcholine,Parasympathomimetics
paraoxon,Parasympathomimetics
"pilocarpine, combinations",Parasympathomimetics
"aceclidine, combinations",Parasympathomimetics
acetazolamide,Carbonic anhydrase inhibitors
diclofenamide,Carbonic anhydrase inhibitors
dorzolamide,Carbonic anhydrase inhibitors
brinzolamide,Carbonic anhydrase inhibitors
methazolamide,Carbonic anhydrase inhibitors
"brinzolamide, combinations",Carbonic anhydrase inhibitors
levobunolol,Beta blocking agents
metipranolol,Beta blocking agents
befunolol,Beta blocking agents
"timolol, combinations",Beta blocking agents
"betaxolol, combinations",Beta blocking agents
"metipranolol, combinations",Beta blocking agents
"carteolol, combinations",Beta blocking agents
latanoprost,Prostaglandin analogues
unoprostone,Prostaglandin analogues
bimatoprost,Prostaglandin analogues
travoprost,Prostaglandin analogues
tafluprost,Prostaglandin analogues
latanoprostene bunod,Prostaglandin analogues
latanoprost and netarsudil,Prostaglandin analogues
dapiprazole,Other antiglaucoma preparations
netarsudil,Other antiglaucoma preparations
omidenepag,Other antiglaucoma preparations
cyclopentolate,Anticholinergics
homatropine,Anticholinergics
tropicamide,Anticholinergics
"cyclopentolate, combinations",Anticholinergics
"tropicamide, combinations",Anticholinergics
phenylephrine and ketorolac,Sympathomimetics excl. antiglaucoma preparations
"naphazoline, combinations",Sympathomimetics used as decongestants
"tetryzoline, combinations",Sympathomimetics used as decongestants
"xylometazoline, combinations",Sympathomimetics used as decongestants
"oxedrine, combinations",Sympathomimetics used as decongestants
lodoxamide,Other antiallergics
emedastine,Other antiallergics
alcaftadine,Other antiallergics
proxymetacaine,Local anesthetics
fluorescein,Colouring agents
rose bengal sodium,Colouring agents
"fluorescein, combinations",Colouring agents
hypromellose,Viscoelastic substances
"hyaluronic acid, combinations",Viscoelastic substances
verteporfin,Antineovascularisation agents
anecortave,Antineovascularisation agents
pegaptanib,Antineovascularisation agents
ranibizumab,Antineovascularisation agents
brolucizumab,Antineovascularisation agents
abicipar pegol,Antineovascularisation agents
guaiazulen,Other ophthalmologicals
"sodium chloride, hypertonic",Other ophthalmologicals
sodium edetate,Other ophthalmologicals
alum,Other ophthalmologicals
iodoheparinate,Other ophthalmologicals
"limbal stem cells, autologous",Other ophthalmologicals
artificial tears and other indifferent preparations,Other ophthalmologicals
ocriplasmin,Other ophthalmologicals
cenegermin,Other ophthalmologicals
lifitegrast,Other ophthalmologicals
riboflavin,Other ophthalmologicals
voretigene neparvovec,Other ophthalmologicals
boric acid,Antiinfectives
aluminium acetotartrate,Antiinfectives
"antiinfectives, combinations",Antiinfectives
flumetasone and antiinfectives,Corticosteroids and antiinfectives in combination
triamcinolone and antiinfectives,Corticosteroids and antiinfectives in combination
feather,Allergen extracts
grass pollen,Allergen extracts
house dust mites,Allergen extracts
mould fungus and yeast fungus,Allergen extracts
tree pollen,Allergen extracts
insects,Allergen extracts
food,Allergen extracts
textiles,Allergen extracts
flowers,Allergen extracts
animals,Allergen extracts
nalorphine,Antidotes
edetates,Antidotes
pralidoxime,Antidotes
prednisolone and promethazine,Antidotes
thiosulfate,Antidotes
sodium nitrite,Antidotes
dimercaprol,Antidotes
obidoxime,Antidotes
protamine,Antidotes
methylthioninium chloride,Antidotes
copper sulfate,Antidotes
amyl nitrite,Antidotes
digitalis antitoxin,Antidotes
flumazenil,Antidotes
methionine,Antidotes
4-dimethylaminophenol,Antidotes
cholinesterase,Antidotes
prussian blue,Antidotes
glutathione,Antidotes
fomepizole,Antidotes
sugammadex,Antidotes
idarucizumab,Antidotes
andexanet alfa,Antidotes
deferoxamine,Iron chelating agents
deferiprone,Iron chelating agents
deferasirox,Iron chelating agents
polystyrene sulfonate,Drugs for treatment of hyperkalemia and hyperphosphatemia
sevelamer,Drugs for treatment of hyperkalemia and hyperphosphatemia
lanthanum carbonate,Drugs for treatment of hyperkalemia and hyperphosphatemia
calcium acetate and magnesium carbonate,Drugs for treatment of hyperkalemia and hyperphosphatemia
sucroferric oxyhydroxide,Drugs for treatment of hyperkalemia and hyperphosphatemia
colestilan,Drugs for treatment of hyperkalemia and hyperphosphatemia
calcium acetate,Drugs for treatment of hyperkalemia and hyperphosphatemia
ferric citrate,Drugs for treatment of hyperkalemia and hyperphosphatemia
patiromer calcium,Drugs for treatment of hyperkalemia and hyperphosphatemia
sodium zirconium cyclosilicate,Drugs for treatment of hyperkalemia and hyperphosphatemia
dexrazoxane,Detoxifying agents for antineoplastic treatment
calcium folinate,Detoxifying agents for antineoplastic treatment
calcium levofolinate,Detoxifying agents for antineoplastic treatment
amifostine,Detoxifying agents for antineoplastic treatment
sodium folinate,Detoxifying agents for antineoplastic treatment
rasburicase,Detoxifying agents for antineoplastic treatment
palifermin,Detoxifying agents for antineoplastic treatment
glucarpidase,Detoxifying agents for antineoplastic treatment
sodium levofolinate,Detoxifying agents for antineoplastic treatment
arginine and lysine,Detoxifying agents for antineoplastic treatment
sodium cellulose phosphate,Drugs for treatment of hypercalcemia
oxygen,Medical gases
carbon dioxide,Medical gases
helium,Medical gases
nitrogen,Medical gases
medical air,Medical gases
nalfurafine,Other therapeutic products
cobicistat,Other therapeutic products
vitamin a concentrates,Tests for fat absorption
sincalide,Tests for bile duct patency
ceruletide,Tests for bile duct patency
metyrapone,Tests for pituitary function
corticorelin,Tests for pituitary function
somatorelin,Tests for pituitary function
macimorelin,Tests for pituitary function
galactose,Tests for liver functional capacity
sulfobromophthalein,Tests for liver functional capacity
methacetin (13c),Tests for liver functional capacity
tuberculin,Tuberculosis diagnostics
cation exchange resins,Tests for gastric secretion
betazole,Tests for gastric secretion
histamine phosphate,Tests for gastric secretion
pentagastrin,Tests for gastric secretion
caffeine and sodium benzoate,Tests for gastric secretion
inulin and other polyfructosans,Tests for renal function and ureteral injuries
indigo carmine,Tests for renal function and ureteral injuries
phenolsulfonphthalein,Tests for renal function and ureteral injuries
alsactide,Tests for renal function and ureteral injuries
aminohippuric acid,Tests for renal function and ureteral injuries
thyrotropin,Tests for thyreoidea function
protirelin,Tests for thyreoidea function
secretin,Tests for pancreatic function
pancreozymin (cholecystokinin),Tests for pancreatic function
bentiromide,Tests for pancreatic function
indocyanine green,Other diagnostic agents
methacholine,Other diagnostic agents
13c-urea,Other diagnostic agents
hexaminolevulinate,Other diagnostic agents
edrophonium,Other diagnostic agents
carbon monoxide,Other diagnostic agents
patent blue,Other diagnostic agents
fructose,Carbohydrates
diatrizoic acid,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
metrizoic acid,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
iodamide,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
iotalamic acid,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
ioxitalamic acid,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
ioglicic acid,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
acetrizoic acid,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
iocarmic acid,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
methiodal,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
diodone,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
metrizamide,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
iohexol,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
ioxaglic acid,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
iopamidol,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
iopromide,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
iotrolan,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
ioversol,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
iopentol,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
